track_id,searched_artist,searched_title,lyrics,majority_genre,minority_genre,artist,song
TRACTTC128F42370D9,Broken Social Scene,Market Fresh,"Market fresh
Stand by me
Where will it ever land
Scar and stains, Emily
Turn our little crab



I could have meant it if you let me

I could have meant it if you let me

I could have meant it if you let me



Market fresh

Stand by me

Where will it ever land



Scar and stains, Emily

Turn our little crab



I could have meant it if you let me



I'm frozen (I'm frozen I'm frozen I'm frozen I'm frozen)",Rock,,Broken Social Scene,Market Fresh
TRACTUH128F92C93A3,Eddie Money,Two Tickets to Paradise,"Got a surprise especially for you,
Something that both of us have always wanted to do.
We've waited so long, waited so long.
We've waited so long, waited so long.
I'm gonna take you on a trip so far from here,

I've got two tickets in my pocket, now baby, we're gonna disappear.

We've waited so long, waited so long.

We've waited so long, waited so long.



I've got two tickets to paradise,

Won't you pack your bags, we'll leave tonight,

I've got two tickets to paradise,

I've got two tickets to paradise.



I'm gonna take you on a trip so far from here,

I've got two tickets in my pocket, now baby, we're gonna disappear. (You know why?)

We've waited so long, waited so long.

We've waited so long, waited so long.



I've got two tickets to paradise,

Won't you pack your bags, we'll leave tonight,

I've got two tickets to paradise,

I've got two tickets to paradise.",Rock,,Eddie Money,Two Tickets To Paradise
TRACTWW12903CB7550,Cracker,Shake Some Action,"I will find a way 
To get to you someday 
Cause I am so afraid I'd fall 
Can't you hear me call 
Shake some action is what I need 

To make me bust out at full speed 

and I am sure that's all you'll need 

to make it alright 



It's taken me so long 

to get where I belong 

Lord don't make me send it back that way

Or I will make you pay 



Shake some action is what I need 

To make me bust out at full speed 

and I am sure that's all you'll need 

to make it alright, make it alright



You don't dig what I'm playing 

Then I will go away 

And I will turn around this little game 

Cause I don't need your praise



Shake some action is what I need 

To make me bust out at full speed 

and I am sure that's all you'll need 

to make it alright



Shake (shake) some action that's what I need 

Shake (shake) some action that's what I need 

Shake (shake) some action that's what I need 

Shake (shake) some action that's what I need



To make it alright, make it alright",Rock,,Cracker,Shake Some Action
TRACTYR128EF342120,Marina Rei,Due Come Noi,"Ciao, come stai amica mia
mi manchi da sempre
lui, lui chi è

lo ami già perdutamente





due come noi a ridere di ogni cosa



due come noi già grandi



per questa vita che viene





chorus





Siamo noi ragazze



che innamoriamo ancora



occhi di ragazze



noi che prendiamo per mano l'amore





No, non sarà amica mia



come un'altra storia che finirà



no non sarai



non sarai sola





due come noi a ridere di ogni cosa



due come noi insieme



comunque vada insieme",Pop,RnB,Marina Rei,Noi
TRACUCI128F930258D,Au Revoir Simone,Only You Can Make You Happy,"Only you can make you happy, a-ah
Only you can make you happy, a-ah
Only you can make you happy, a-ah
Only you can make you happy, a-ah
Only you can make you happy, a-ah

Only you can make you happy, a-ah

Only you can make you happy, a-ah

Only you can make you happy, a-ah



(Grazie a Lenny per questo testo)",Rock,,Au Revoir Simone,Only You Can Make You Happy
TRACUCQ128F92FFBF7,Sade,Smooth Operator (Remastered),"He's laughing with another girl
And playing with another heart
Placing high stakes, making hearts ache
He's loved in seven languages
Jewel box life diamond nights and ruby lights, high in the sky
Heaven help him, when he falls

Diamond life, lover boy

He move in space with minimum waste and maximum joy

City lights and business nights

When you require streetcar desire for higher heights



No place for beginners or sensitive hearts

When sentiment is left to chance

No place to be ending but somewhere to start



No need to ask

He's a smooth operator

Smooth operator, smooth operator

Smooth operator



Coast to coast, LA to Chicago, western male

Across the north and south, to Key Largo, love for sale



Face to face, each classic case

We shadow box and double cross

Yet need the chase



A license to love, insurance to hold

Melts all your memories and change into gold

His eyes are like angels but his heart is cold



No need to ask

He's a smooth operator

Smooth operator, smooth operator

Smooth operator



Coast to coast, LA to Chicago, western male

Across the north and south, to Key Largo, love for sale



Smooth operator, smooth operator

Smooth operator, smooth operator

Smooth operator, smooth operator

Smooth operator, smooth operator

Smooth operator, smooth operator",RnB,,Sade,Smooth Operator
TRACUPC128F9344900,Lucky Boys Confusion,The Struggle (Getting out Alive),"If I could slow you down, down for an hour
I'd show you that tonight the world, the world is so small
Here is me and you, here is the mission
The distance, the race, the miles to crawl
They got us cornered in

You're afraid to leave the house

The whole place is surrounded now



This is the way, this is the way out, the way out

This is everything that's right

If they want a war, this is the struggle, the struggle

This is more then justified

This is getting out alive



And every single night i'm asking the question

What they're trying to hide, they built the fence so tall

And every single day is just like the other

Tailored and pressed, one size fits all



They got us cornered in

You're afraid to leave the house

The whole place is surrounded now



We'll watch them from the hills the night we leave

We'll light the match and slowly fall asleep

You see the fireworks will take over the street

They'll breathe the smoke and quickly fall asleep



They got us cornered in

You're afraid to leave the house

The whole place is surrounded now



This is more than just a fight

This is everything that's right

This is our last battle cry

We're getting out alive",Rock,,Lucky Boys Confusion,The Struggle (Getting Out Alive)
TRACUVN128F426A74B,HammerFall,Stone Cold (Remastered),"[by Stromblad/Dronjak/Cans]
Outcast a time of war, when mankind lost control
of life and death, under surveillance
I watch the children pray, while god just turns away

out in the ruins they seek shelter

These streets were once my home, but those

golden days are gone, now I'm fighting to survive

Stone cold, the end of our dream



The sword is on the street, it's kill or to be killed

with no exception you are on your own



We should have seen it all along, the writings

on the wall, tell me what have we become



Stone cold ...



Who do you belive in now, when the prophecy

came true, the final deja vu



These streets were once my home ...



Stone cold ...",Metal,,HAMMERFALL,Stone Cold
TRACUXJ128E0785F2B,The Rapture,Killing,"Killing with flange and with tape and with hendrix and
Killing with flange and with tape and with help
I am the one who cannot ever see me 'cause
I am the one who cannot help myself
Oh, you're so bored



Trying to grab it

And you think you have it

And you want to know it

And you're trying to show it, but

You can't have it

No, you can't have it

No, you can't have it

No, you can't have



Killing with flange and with tape and with hendrix and

Killing with flange and with tape and with help

I am the one who cannot ever see me 'cause

I am the one who cannot help myself



One, two, three, four

Kick that fucker out the door



Got to got to know

Got to got to know

Got to got to know

Got to got to know

Got to got to know

Got to got to know

Got to got to know

Got to got to know

Got to got to know

Got to got to know

Got to got to know

Got to got to know",Rock,,The Rapture,Killing
TRACVBA128F146367A,Robert Plant,If I Were a Carpenter (2006 Remaster),"If I were a carpenter, and you were a lady
Would you marry me anyway? would you have my baby?
If a tinker were my trade, would you still find me
Carrying the pots I made - following behind me?
Save my love through loneliness - save my love through sorrow
I give you my only-ness - give me your tomorrow



If I worked my hands in wood, would you still love me?

Answer me, babe: ""yes I would - I'd put you above me""

If a miller were my trade, at a mill wheel grinding

Would you miss your colour box - your soft shoes shining

Save my love through loneliness - save my love through sorrow

I give you my only-ness - come give me your tomorrow



If I were a carpenter, and you were a lady

Would you marry me anyway? would you have my baby?

Would you marry me anyway? would you have my baby?",Rock,,Robert Plant,If I Were A Carpenter
TRACVBG128F42508EF,Airged L'amh,The Arrival (NORMAL),"[King is back on his throne and he organizes a big celebration. While the warriors celebrate along with the king, in the great hall, a glowing warrior appeared on his white horse, outside of the walls. He is Lugh, the incarnation of the God Of The Sun, and asks to enter the brotherhood of Tuatha De Dannan. The arrival of Lugh encourages Tuatha De Dannan, and they accept to be trained for battle, while strong Fomorians army is disembarking on shore.]
Through a great celebration on the crest of the hill
Though my coming's a vision revealed
Facing warriors riding with power across
Aonvarr oh my great white horse



Though a man of science and talents I fear

It will take more than knowledge and spears



Dishonor has lasted long enough...



By the Gods I feel a great desire to kill these savages

By the Gods I will kill them myself no one now will be spared



Deep into the palace

Seeing all within the crystal ball

He's your own grandson

And his coming today has been long foretold

Druids and sorcerers of the Fommor gathered all around

Summoning battalions

Made an army of power invincible

Hoisting their sails went away across the distant shore

There was only one man who

Could stand up against the Fommorians

Hoisting their sails went away across the distant shore

There was only one man who

Could stand up against the Fommorians



Deep into the palace

Seeing all within the crystal ball

He's your own grandson

And his coming today has been long foretold

Druids and sorcerers of the Fommor gathered all around

Summoning battalions

Made an army of power invincible

Hoisting their sails went away across the distant shore

There was only one man who

Could stand up against the Fommorians

Hoisting their sails went away across the distant shore

There was only one man who

Could stand up against the Fommorians",Rock,Metal,Airged L'amh,The Arrival
TRACVCB128F930BE41,Black Moth Super Rainbow,I Am the Alphabet,"I am the alphabet
I am the alphabet
I am the alphabet
I am the alphabet",Electronic,,Black Moth Super Rainbow,I Am The Alphabet
TRACVFQ128F149F00D,Boys Night Out,Introducing,"[Doctor:]
Test, check. Well, he's been released today, and I'm going back where I started.
Looking over old notes, listening to tapes, wondering how bad I potentially messed up
this time. The wounds seem to be healing, and he seems to be getting along. But as I
appendage it, and I know he seems fine, But seems can be a very dangerous word,
especially in this business, it can be fatal.



Initial Diagnosis: Catatonic. and I know he's back there somewhere, but there's just

no response whatsoever, to any kind of set illness. We'll start him with medication

tomorrow, for sure.



This mans tragedy has made him a prisoner in his own body. And it's not just tragedy,

it's dementia, despair, its this hole i can see in each of his eyes. Where all the

events that happen in this cruel world just kind of fall through. It's loneliness in

it's most crippling form. The kind that no amount of love, or human contact, could ever

mend.



The patient was plagued by violent nightmares. Terrible, deeply troubling dreams.

Which one night overflowed in to reality, and he murdered his wife, in his sleep.

These people were in love, deeply in love. And it's that love that I can now see

behind his eyes. And it's my job to try and fill those holes with something else.

But what? Hope. I can try to fill those holes with drugs, soothing words, but

that's all. I hope those wounds will heal in time, but right now, things aren't

looking good.



[Boys Night Out:]

The lines I wear around my wrist, they're there to prove that I exist.

The lines I wear around my wrist, they're there to prove that I exist.

The lines I wear around my wrist, they're there to prove that I exist.

The lines I wear around my wrist, they're there to prove that I exist.

The lines I wear around my wrist, they're there to prove that I exist.



[Patient:]

The lines around my wrists, the infection seems to be getting better. 

It's in the center of my torso, behind my eyes and in the back of my head

Something is eating me alive from the inside.



[Doctor:]

Well that's grief of your loss. 



[Patient:]

Don't tell me what it is.",Rock,,Boys Night Out,Introducing
TRACVFS128F424CF67,The Old Dead Tree,We Cry As One,"A deep frustration's running through my veins
A dark light's entering the church
By pale glass windows


and I feel so cold







I can't stop looking at the wooden box placed



In the very centre of the nave



I'm trying to imagine you...



...sleeping







We're in the home



Of life and death



Where each being takes end



And time flows with the sand!







We cry as one



Your friends, your family



Death has stained this day



And now he's gone away







I think you would be smiling



Listening to this priest today



Before his church



I can still remember



Your songs about Christendom and stovery







I can't realise!



Death before my eyes!



Listening to this sermon's lies!







He's never seen you!



He's never talked to you!



How can his white lies be true?







But I have to understand



This prayer that pays tribute too



It's not here to be true, but help us go through



The deep pain that we bear, the way we all suffer



Our dreams of paradise get the pain out of our minds.











[MerryMarryMe]",Metal,RnB,The Old Dead Tree,We Cry As One
TRACVFV128F931B78D,Millencolin,No Cigar (Live),"Tell us where you're from, what you want to become. 
And we'll say if you're OK 
Where did you go to school? 
Right answer and you're cool, yeah, 
you're the kid the whole day 
You get a sticker in your face. Information about the case, 

so you know your potential. 

Don't you think you can extend. 

Don't you think you can extend, just comprehend. 

But I don't wanna hear it, no, it's more than I accept 



I don't care where I belong no more. 

What we share or not I will ignore. 



We will shut you out. We'll put you in doubt if you think that you're special.

We'll tell you who you are. Tell you that you're close but no cigar. 

But, I don't wanna hear it, no, it's more than I accept. 



'Cause I don't care where I belong no more.

What we share or not I will ignore. 

And I won't waste my time fitting in. 

'Cause I don't think contrast is a sin.



What they say is... 

Go back where you came from. 

They'll tell you that but I don't wanna hear. 

No, I don't wanna hear. No, I don't wanna hear it.

No, it's more than I accept. 



'Cause I don't care where I belong no more. 

What we share or not I will ignore.

And I won't waste my time fitting in. 

'Cause I don't think contrast is a sin. 

No, it's not a sin.",Rock,,Millencolin,No Cigar (Live)
TRACVHA12903CB92AA,Judy Garland,This Heart of Mine,"Maybe it was the music
Or the glamorous sky of blue
Maybe it was the mood I was in
Or maybe it was really you, really you

This heart of mine was doing very well

The world was fine as far as i could tell

And then quite suddenly i saw you, and i dreamed of gay amours

At dawn i wake up singing sentimental overtures



This heart of mine is gaily dancing now

I taste the wine of real romancing now

Somehow this crazy world has taken on a wonderful design

As long as life endures, it's yours, this heart of mine",Jazz,Country,Judy Garland & Gene Kelly,When You Wore a Tulip
TRACVKN128F92F570D,Flux of Pink Indians,The Fun Is Over,"the fun's over, start digging
the fun's over, stop eating
the fun has finished, start struggling
the fun is over, start digging
enjoyment is over, begin to hide
dreaming's over, run inside



eating's over, start starving

dreaming's over, start crying

the fun's over, start dying

the fun has ended, stop living



the nightmare has started



do you feel your skin begin to burn?

the nightmare has started

no escape in your pain

there's nothing left to fracture

the fun is over

your chances have ended

the world is over, start wasting away

the end has arrived

start struggling



the end has arrived",Punk,,Flux of Pink Indians,The Fun Is Over
TRACVLU128F422B2F9,Lynch Mob,Through These Eyes,"Morning comes too soon
Another day unfolds and the rains are cold
That fall on you
I wanna tell you
But I can't seem to get it
Can't seem to get it right

Oh, it's killing me



I realize that it cuts me deep inside

When I can feel in my soul

This empty whole you took from me

Cause on and on

You keep tellin' me the things that make you smile

If I could hold you somehow

And show you now

That the tears in vain will never ease the pain



Through these eyes

Oh, I, I can only see

As far as you

You're never to far away

Through these eyes

Oh my eyes can only see

What I feel for you



I could fly to the heavens

Although the distance may be far

I'm just one dream away

And the tears will say

That there's no turning back

Quiet in my thoughts

Safe within myself

I reach out to a time

When you laid by my side

And oh how it felt so right

Don't you even worry now



Through these eyes

Oh, I, I can only see

As far as you

You're never to far away

Through these eyes

Oh my eyes can only see

What I feel for you",Rock,,Lynch Mob,Through These Eyes
TRACVNF128F93231EB,Ska-P,Naval Xixon,"Humo, fuego en Naval Xixón, astilleros pasan a la acción
Compañeros, solidaridad, son ejemplo de la lucha obrera
Ya nadie les va a parar, combatividad, combatividad, combatividad...
En la calle una cortina policial ya no les queda nada, ya no les queda nada!
Su mirada una amenaza criminal ya no les queda nada, ya no les queda nada!

Un pañuelo cubrirá su identidad ya no les queda nada, ya no les queda nada!

Astilleros en lucha por su dignidad ya no les queda nada, Dignidad !



Oh, oh ! Obreros astilleros en acción

Ni un paso atrás.

Oh, oh ! Obreros astilleros en acción

Ni un paso atrás, no, no!



Los disturbios emanan agresividad, cuidado pistoleros, cuidado pistoleros!

Son obreros sólo quieren trabajar, cuidado pistoleros, cuidado pistoleros!

Funcionarios que les van a golpear, cuidado pistoleros, cuidado pistoleros!

Democracia te pierdes en la adversidad, cuidado pistoleros, Cuidado !



Oh, oh ! Obreros astilleros en acción

Ni un paso atrás.

Oh, oh ! Obreros astilleros en acción

Ni un paso atrás, no, no!



Esas armas las pagaste tú

A esos bestias los doma el Estao

Bandas violentas abusan de poder

Uniformes que deforman hombres y los hace enloquecer



No te van a escuchar, No te van a escuchar, No te van a escuchar...



Responsables de un estado policial, político rastrero, político rastrero!

Carroñeros de campaña electoral, político rastrero , político rastrero!

Diste tu voto con toda naturalidad, político rastrero, político rastrero!

A cambio recibes toda su brutalidad, político rastrero, rastrero!



Oh, oh ! obreros astilleros en acción

Ni un paso atrás.

Oh, oh ! obreros astilleros en acción

Ni un paso atrás, no, no!

[X2]",Reggae,,Ska-P,Naval Xixon
TRACVRI128F92CAA3B,Living Things,Oxygen (Main Version),"Stop playing Jesus, Judas disguised, I know you fake it all the time.
One love to my love, One compromise, I know your blood tastes like wine.
And if I breathe in for you, can your heart shine through?
The only pain is to feel none at all.
And if we stay here tonight, under the moonlit sky, will we breathe in, or will our hearts just fade away?

Well you take away my oxygen.



Tonight we're loveless, help cries above.

We try to forget our love.

I let you down now, poisoned your lips, will this be our last kiss?



And if I breathe in for you, can your heart shine through?

The only pain is to feel none at all.

And if we stay here tonight, under the moonlit sky, will we breathe in, or will our hearts just fade away?

Well you take away my oxygen.



And if I breathe in for you, can your heart shine through?

The only pain is to feel none at all.

And if we stay here tonight, under the moonlit sky, will we breathe in, or will our hearts just fade away?

Well you take away, you take away, you take away my oxygen. 





(Thanks to David for these lyrics)",Rock,,Living Things,Oxygen
TRACVSY128F146C0A5,Soulsister,Wild Love Affair,"You wonder why
Life looks so much easier
Every time that she's close by


Is it her smile



that makes you want to hold her



better watch out that you don't build



your hopes up too high







Look before you leap



or soon you'll be off



in a wild love affair



Think of what you'll reap



and what will be lost



if you do set your mind



on a wild love affair







You tell yourself



you can't control your feelings



you lose your head



when she's close by yeah



And when she's there



there's nothing more to hold you



Better be sure of yourself



for the stakes are real high







Look before you leap



or soon you'll be off



in a wild love affair



Think of what you'll reap



and what will be lost



if you do set your mind



on a wild love affair







And whenever you touch



it's like heaven's calling



but will it feel the same



when the next morning comes







You will never get off



This train will keep on rolling



She's gonna cling to you



when the next morning comes







Look before you leap



or soon you'll be off



in a wild love affair



Think of what you'll reap



and what will be lost



if you do set your mind



on a wild love affair",Rock,RnB,Soulsister,Wild Love Affair
TRACVXY128F92F1ECA,Third Eye Blind,Anything (2008 Remaster),"Anything for you 
Turn my castles blue 
Turn my bones to sand 
Just to see you 
I'll give you anything 
I'll give you anything 

I'll give you anything 

Jackie O with the top down open 

All the words to what's unspoken 

I'll put together everything that's broken 

Just to see you 

I'll give you anything 

I'll give you anything 

I'll give you anything 

Jackie O with the top down open 

A king's horse for what's been broken 

I'll bring back even what's unspoken 

Just to see you 

I'll give you anything 

I'll give you anything 

I'll give you anything",Rock,,Third Eye Blind,Anything
TRACWBP128F4260BB5,Dave Gahan,Endless,"In the cold of the full moon 
On this night 
Time itself it slips away 
Now you are mine 
Slowly hours pass 
All through the night 

Together we can disappear 

For a while I am still 

Forever and ever and ever 

Now I am still 

Forever and ever and ever 

Endless 

Endless 

Now I am still 

Endless 

Endless 

Your body is endless 



Watching the hourglass 

On that night 

We touched the stars 

And reached the moon 

For a time 

I'm lost in a moment with you 

It feels right 

We're floating above the stars 

You and I 



I am still 

Forever and ever and ever 

Now I am still 

Forever and ever and ever 

Endless 

Endless 

Now I am still 

Endless 

Endless 

Your body is endless",Rock,Electronic,Dave Gahan,Endless
TRACWBT128F425A622,Dido,This Land Is Mine,"From behind these walls I hear your song
Oh, sweet words
The music that you play lights up my world
The sweetest that I've heard
Could it be that I've been touched and turned
Oh Lord, please finally...finally things are changing



[Chorus:]

This land is mine but I'll let you rule

I let you navigate and demand

Just as long as you know...this land is mine

So find your home and settle in

Ohhh, I'm ready to let you in

Just as long as we know...this land is mine



After all the battles and the wars

The scars and loss

I'm still the queen of my domain

and feeling stronger now

The walls are down a little more each day

Since you came, finally...finally things are changing



[Chorus]



Follow the days I've travelled alone

In this cold and colorless place till now

It's what I had to pay



[Chorus]



This land is mine and I let you rule

I let you navigate on demand

Just as long as you know...this land is mine",Pop,,Dido,This Land Is Mine
TRACWCV128F429D196,The Box Tops,The Letter,"Gimme a ticket for an aeroplane,
Ain't got time to take a fast train.
Lonely days are gone, I'm a-goin' home,
'Cause my baby just a-wrote me a letter.
I don't care how much money I gotta spend, 

Got to get back to my baby again 

Lonely days are gone, I'm a-goin' home,

'Cause my baby just a-wrote me a letter.



Well, she wrote me a letter 

Said she couldn't live without me no mo'.

Listen mister can't you see I got to get back 

To my baby once a-mo'--anyway...



Gimme a ticket for an aeroplane,

Ain't got time to take a fast train.

Lonely days are gone, I'm a-goin' home,

'Cause my baby just a-wrote me a letter.



Well, she wrote me a letter 

Said she couldn't live without me no mo'.

Listen mister can't you see I got to get back 

To my baby once a-mo'--anyway...



Gimme a ticket for an aeroplane,

Ain't got time to take a fast train.

Lonely days are gone, I'm a-goin' home,

'Cause my baby just a-wrote me a letter.

Because my baby just a-wrote me a letter.",Rock,Pop,The Box Tops,Neon Rainbow
TRACWNC128F42ABB99,Astarte,Risen from Within,[instrumental],Rock,Metal,Astarte,Risen From Within
TRACWWF128F9346965,Nick Drake,Things Behind The Sun,"Please beware of them that stare
They'll only smile to see you while
Your time away
And once you've seen what they have been
To win the earth just won't seem worth
Your night or your day

Who'll hear what I say.

Look around you find the ground

Is not so far from where you are

But not too wise

For down below they never grow

They're always tired and charms are hired

From out of their eyes

Never surprise.



Take your time and you'll be fine

And say a prayer for people there

Who live on the floor

And if you see what's meant to be

Don't name the day or try to say

It happened before.



Don't be shy you learn to fly

And see the sun when day is done

If only you see

Just what you are beneath a star

That came to stay one rainy day

In autumn for free

Yes, be what you'll be.

Please beware of them that stare

They'll only smile to see you while

Your time away

And once you've seen what they have been

To win the earth just won't seem worth

Your night or your day

Who'll hear what I say.



Open up the broken cup

Let goodly sin and sunshine in

Yes that's today.

And open wide the hymns you hide

You find reknown while people frown

At things that you say

But say what you'll say

About the farmers and the fun

And the things behind the sun

And the people round your head

Who say everything's been said

And the movement in your brain

Sends you out into the rain.",Folk,,Nick Drake,Things Behind The Sun
TRACWXU128F429993E,Hot Chocolate,You Could've Been a Lady,"Could have been alright, could have been here tonight
Could have been sweet as wine, you could have been a lady
I could have been alright, I could have been here tonight
Could have been sweet as wine, you could have been a lady

They all need you, to make love to

When you awake, you find them on the bed, lyin beside you

They all love you, youre a good girl

And I aint surprised, when you realize, just where youre goin to



You could have been alright, you could have been here tonight

You could have been sweet as wine, you could have been a lady

It could have been alright, you could have been here tonight

Could have been sweet as wine, you could have been a lady



If I told you, where youre goin to

Youd laugh in my face, say Im out of place, mind your business

And they all want you, to make love to

Its ashame, the fate of the game, the way it delights you



You could have been alright, you could have been here tonight

You could have been sweet as wine, you could have been a lady

It could have been alright, you could have been here tonight

Could have been sweet as wine, you could have been a lady

Na, na na na na, na, na, na na na na, na

Na, na na na na, na, na na

Na, na na na na, na, na, na na na na, na

Na, na na na na, na, na na

Alright, you could have been here tonight

You could have been sweet as wine, you could have been a lady

It could have been alright, you could have been here tonight

Could have been sweet as wine, you could have been a lady",RnB,,Hot Chocolate,You Could've Been A Lady
TRACXFL128F14937DE,Inhale Exhale,Tonight We Die Together,"I see words in front of me, yet I can't understand. 
Why I keep coming back and losing my self respect.
I wait to find myself in this. 
The hardest part of being here is wanting more and more of you and praying I could resit.
Tears roll down an empty smile. 

Tonight we die together. 

A picture-perfect memory.

For you to regret forever.



We live for dreams that take forever, but I can say that. 

Never did we want it more.

Take my actions not as habits.

Those which are not justified.

Lead me to the one who cares.

Show me how to feel alive.



Tears roll down an empty smile. 

Tonight we die together. 

A picture-perfect memory.

For you to regret forever.



This void won't break the spirits will.

The death of this will be my victory, Oh God.



Tears roll down an empty smile. 

Tonight we die together. 

A picture-perfect memory.

For you to regret forever



(Thanks to Charlet for these lyrics)",Rock,Metal,Inhale Exhale,Tonight We Die Together
TRACXJN128E0791F95,Boomkat,The Wreckoning,"I came I saw I kicked some ass
The pain I cause it makes me laugh
'Cause the way I do my thing is strange
I just inject myself into your veins, yeah
Can't run can't hide 

There's no way out

The sun will rise and it's about

Time for the wreckoning

Time time for this girl to sing



Damn if I thought that you would change 

And my life would stay the same

When you don't even care about me

You know, you don't give a damn



Well things will come and things will go

And one thing I know for sure is that

You don't give a shit about me

And so I'm walking out the door. (oh yeah)



Can't move can't breathe it's gettin dark

The beast has come to steal your heart

So you better practice your scream

Well you may not live your dreams



Things will come and things will go

And one thing I know for sure is that

You don't give a shit about me

And so I'm walking out the door.



The wreckoning

The wreckoning

The wreckoning

Oh, it's time



The wreckoning

The wreckoning

The wreckoning

Oh, it's time



Damn if I thought that you would change 

And my life would stay the same

When you don't even care about me

You know, you don't give a damn



Things will come and things will go

And one thing I know for sure is that

You don't give a shit about me

And so I'm walking out the door.



The wreckoning

The wreckoning

The wreckoning

Oh, it's time



The wreckoning

The wreckoning

The wreckoning

Ya don't give a damn



And I'm running from my problems

I got my funny face painted on

And then I'll think of what you said to me

And then I'll think of what you did to me

I'll think of you and probably laugh

And then I'll think of you and probably laugh

And then I'll think of you and probably laugh

You're the one I'm running from



Damn if I thought that you would change 

And my life would stay the same

When you don't even care about me

Ah no, you don't give a damn



Well things will come and things will go

And one thing I know for sure is that

You don't give a shit about me

And so I'm walking out the door.



The wreckoning

The wreckoning 

The wreckoning

Oh, it's time



The wreckoning

The wreckoning

The wreckoning

Oh, it's time



The wreckoning

The wreckoning

The wreckoning

Ya don't give a damn



The wreckoning

The wreckoning

The wreckoning

I'm walking out the door",Pop,,Boomkat,The Wreckoning
TRACXKL128F92C2187,Brad Paisley,Bigger Fish to Fry,"I said a bad word when I was a kid. Mamma said that I'd be sorry for the sin that I did. My daddy whooped me and the
preacher said shame. And I tried like hell to change.
(Chorus)
But I cuss, I smoke. I laugh at dirty jokes. The minor voices. Man I know 'em well. I've closed down bars. I've lusted in
my heart. My ex's think I ougta burn in hell. But the devil he won't notice when I die. Don't you figure he's got bigger fish

to fry. 



Politicians taking pork barrel bribes. Crooked CEOs are getting off with no time. Christmas Eve burglers stealing good

children's toys. (Can't say Christmas). Holiday burglers stealing good children's toys. 



(Chorus)



I cuss, I smoke. I laugh at dirty jokes. The minor voices. Man I know 'em well. I've closed down bars. I've lusted in my

heart. My ex think I ougta burn in hell. But the devil won't even notice when I die. Yeah don't you figure he's got bigger

fish to fry.



Yeah there's gonna be bonfire burning. An everlasting barbecue. But with all the bad stuff going on. There ain't gonna be

room for me and you. 



(Chorus 2)

'Cause we cuss, we smoke. We laugh at Tater's jokes. (spoken): Tell one Jim. You know you're old when your wife says honey

let's run upstairs and make love. And your answer is ""I cannot do both."" The minor voices, man we know 'em well. We've closed

down bars. We've lusted in our hearts. Our ex's think we ougta burn in hell. But the devil he won't notice when we die.Hey

don't you figure he's got bigger fish to fry. Yeah don't you figure he's got bigger fish to fry. Pass the tartar sauce



When we all get to heaven what a day of rejoicing it will be",Country,,Brad Paisley,Bigger Fish To Fry
TRACXLE128F42AD932,My Dying Bride,The Songless Bird,"The very deepest of your wishes. Climb up
high, take my hand. Tread carefully through
these sickening angels. Look at your god.
look at the way he stands. The uterine
murderess dies herself. Let me show you all
my pain. Sardonyx lays waste to your eyes

and leaves you blind. Gone is the day. They

that did feed, delicately. Feed on me. The call

has come, from bird and beast. Insect and

serpent, and all that lives in the sea. And

cities of fire, rip through me. My life a

widower sad. On your knees, smell your

disease. If i live you will be sorry. I have a

thousand forms. Uninjured by your tongue.

I'm working to ensnare you. Couple your

name with cruelty. The mother of dying

children. My hatred is unnumbered. It rises in

my breast. We've lived with our suffering.

But now...?",Metal,,My Dying Bride,The Songless Bird
TRACXNG128F426D754,Basia,New Day for You,"Hello again ---it's me 
Your shoulder's where I sit
The half,nobody sees,of a silent partnership
I am here---your help at hand

I'm never far away

A clear view from where I stand

I'll be there if you need me 



I am your helping hand

My words---you've heard them all before

It's only for the sake of love



It's gonna be a new day for you

A new day for you

The stars have played their part

The past is gone and done

Have more faith in love

The best is yet to come



So what is this I here 



you deserve a break 



Take time to think it out

Don't make a new mistake

I am here---your help at hand



It's gonna be a new day for you

A new day for you,new day for you,new day for you

The stars have played their part

The past is gone and done

Have more faith in love

The best is yet to come



My words---you've heard them all before

It's only for the sake of love



The stars have played their part

The past is gone and done

Have more faith in love

The best is 





It's gonna be a new day for you

A new day for you,new day for you,new day for you

It's gonna be a new day for you

A new day for you,new day for you,new day for you



Hello again ---it's me",Pop,Jazz,Basia,New Day For You
TRACXRH12903CB62D0,The Platters,You've Got - The Magic Touch,"(Buck Ram)
You-oo-'ve got the magic touch (woo-oo)
It makes me glow so much (oo-woo-oo)
It casts a spell, it rings a bell
The magic touch



Oh-uh-oh when I feel your charm (woo-oo)

It's like a fourth alarm (oo-woo-oo)

You make me thrill so much

You've got the magic touch



If I go reeling, uh-oh

I'm feeling the glow (uh-oh)

But where can I go from you



I didn't know too much (woo-oo)

And then I felt your touch (oo-woo-oo)

And now I've learned I can return

The magic touch



If I go reeling, uh-oh

I'm feeling the glow (uh-oh)

But where can I go from you



I didn't know too much (woo-oo)

And then I felt your touch (oo-woo-oo)

And now I've learned I can return

The magic touch

(Do-do-do-do-do-do-do-do-dooooo)",Rock,,The Legends,Touch
