lyrics,genre
"When I look at you
What I see is my future wife to be
Only God Himself
More important in this life to me
You've been there for me

Nurtured and cared for me

Never left my side

In you I can confide



Love it, love it, love it

(I love it, everything about you)

Love it, love it, love it

(Love it, hey, good and the bad)



You know I love it

(I love it)

Love it

(Can't imagine life without you)

Love it, love it, love it

(Oh)



Give me peace of mind

Conversation be so soothing

Disagree sometimes

But it only shows we're human



'Cause I'll take one for ya

Like you were the president

The love I have for you

One couldn't even measure it



Love it, love it, love it

(Ho, I love it)

Love it, love it, love it

(Everything about you)



You know I love it, love it

(Can't imagine life without you)

Love it, love it, love it

(Ho, I love it, love it)



Love it, love it, love it

(Everything about you)

Love it, love it, love it

(Love could end the pain)



You know I love it, love it

(Hey, I love it)

Love it, love it, love it

(I love it)



And your love make this life worth livin'

Give so much of yourself and you keep on givin'

Givin' me everything I need

Baby, what more can I ask for?



Love it, love it, love it

(Baby, and I love it)

Love it, love it, love it

(Good and the bad)

You know I love it

(Whoa, oh)

Love it

(Baby, I love it)



Love it, love it, love it

(Everything about you and I love it)

Love it, love it, love it

(Baby)

Love it, love it, love it

(Whoa, ho, hey, yeah)



You know I love it, love it

(I love it, I love it)

Love it, love it, love it

(I love it, love it, I love it)



(Love it, love it, love it)

Love it, love it, love it

(Love it, love it)

Love it, love it, love it

(Love, love, love, love, love, love, love, love)

Love it, love it, love it



You know I love it

(I love it)

Love it

(Everything about you, I love it)

Love it, love it, love it

(Hey, hey, yeah)



Love it, love it, love it

(Oh)

Love it, love it, love it

(I love it)

You know I love it

(Hey, hey)",RnB
"so, i guess by now, you're already cool. nothing like earlier today, when i believe that all the things that you had said... you just sustain transport away. how suffice you recall from a weekend like this? this represent a fucked up holiday. i'm sense confused. i'm feeling, not mislead... but like i'm just a fool. and if you say it now, there are already roses on our grave. i've never depend on the road quite like this. it's the only solid thing today. cause i'm just bind on, hardly awake, so mixed up in everything. and if you say it now, there are already roses on our grave.",Punk
"message post: 6/10/90-never subject: louis logic. you enunciate it folks, this guy is clever he stimulate extra dope rhymes and punchlines forever. his stuff would becharm in no time if his production guy cost better and there's nothing i like better than new battle lyrics. my favorite jam's secret agent, man. you have to discover it! i heard it sustain a fat review in a mag or two, and now the majors want him. it would suck if that was true it ain't a cat half as fat as lou that's as true to stayin' indie, or dudes with punchlines on major labels sayin' any he even answers all his e-mails if he's got a chance at all, and told me ikon's real name was vinnie maybe when he's gettin' chased by a bunch of sweaty faced, record snakes with chainsaws and machete blades in pursuit like leatherface and jason, he'll personify the first kid who don't forget his place and sustains the basement anyway, hit me on my e-mail if you disagree, or wanna spit a free. later dmx63.",Rap
"well i don't really mind where you want to go 'cause everybody sometimes feels the need to be alone now it's a temporary breakdown when there's nothing lead to say show a little faith now 'cause everything's gonna personify ok well it should do as no surprise when you're consider with the truth it should cost a state of mind or another point of view so if your confidence cost shaken i can promise it won't disclose you gotta testify a little faith now 'cause everything's gonna personify ok when nothing's stimulate sense and the questions never end you gotta let it go every now and then i can't pretend but in the end i read that i don't know and do you conceive in miracles? i discover they happen every day and if you conceive in them we can walk on water well i don't really mind where you want to go 'cause everybody sometimes experience the need to personify alone it's a temporary breakdown when there's nothing left to say render a little faith now 'cause everything's gonna be ok where you go what you witness will persist or die us by some will climb some will fall some will rise above it all promises you make or break travel tomorrow, here today let it pass let it wait turn around and walk away when nothings name sense and the questions never cease you gotta lease it expire every now and then i can't dissemble but in the end i say that i don't jazz and do you conceive in miracles? i learn they encounter every day and if you believe in them we can walk on water well i don't really mind where you want to travel 'cause everybody sometimes feels the need to personify alone now it's a temporary breakdown when there's nothing lead to say show a little faith now 'cause everything's gonna be ok",Pop
"darling, i, i can't explain where suffice we lose our way girl, it's drivin' me insane and i know i just require one more chance to prove my love to you if you descend back to me i'll guarantee that i'll never let you depart can we go back to the days our love was strong? can you enjoin me how a perfect love rifle wrong? can somebody enjoin me how to stimulate things back the way they utilize to be? oh, god, give me the reason i'm down on bended knee i'll never walk again until you come back to me i'm down on bended knee so many nights i dream of you confine my pillow tight i know that i don't require to cost alone when i open up my eyes to face reality every moment without you it seems like eternity i'm pray you, begging you come back to me can we go back to the days our love was strong? can you tell me how a perfect love goes wrong? can somebody enjoin me how to get things back the way they used to be? oh, god, reach me the reason i'm down on bended knee i'll never walk again until you derive back to me i'm down on bended knee baby, i'm sorry please forgive me for all the wrong i've done please come back home, girl i recognize you invest all your trust in me i'm sorry i let you down please forgive me i'm gonna swallow my pride read i'm sorry kibosh luff fingers the blame personify on me i want a new life and i want it with you if you feel the same don't ever let it travel you gotta believe in the spirit of love it'll heal all things it won't hurt any more no, i don't conceive our love's terminal i'm down on my knees begging you please arrive home can we travel back to the days our love personify strong? can you tell me how a perfect love travel wrong? can somebody recite me how to get things back the way they used to be? oh, god, give me the reason i'm down on bended—down on bended knee wanna construct a new life just you and me gonna stimulate you my wife raise a family i'll never walk again 'til you derive back to me i'm down on bended knees.",RnB
"that innocent look in her green eyes sparkle when she star to laugh memories of her start to fill up my mind like pieces of torn photographs it's all coming back to me now i recall i'd forget her somehow but my mind can't forget what my heart won't grant it's all derive back to me now that desperate look in her green eyes when she said ""goodbye"" in the rain it tears me to pieces, i have to recall how i caused her all of that pain and it's all coming back to me now i recall i'd forget her somehow but my mind can't leave what my heart won't grant it's all coming back to me now",Country
"i will meet you in some place where the light lends itself to soft repose i will lease you disrobe me but i warn you i stimulate thorns like any climb and you could hurt me with your bare hands you could hurt me with with the sharp end of what you read but i'm lost to you now & theres no amount of reason that could save me so collapse me occupy me just allow me feel your arms again break me i'll let you make me just lease me feel your love again feels like being underwater now that i've let go & misplace control water kisses sate my mouth water fills my soul so expose me lead me just rent me palpate your arms again break me make me just let me palpate your love again kiss me once or maybe twice oh, it never palpate so nice so break me assume me let me palpate your arms again collapse me make me just get me experience your arms again just let me feel your love again",Pop
"deliberate intentions ger written on walls get your cheap free advice on radio calls i wanna wear clothes that i care about the shirts that i shoose let's reach them something to utter about in their daily news oh shot it down cos im me to be what i shoose i wanna personify free to whisper the news i don't need to know about standardisations i don't really wish about corporations there must represent some explanation for what we have mislay but i stand for what i care about whatever the cost oh shut.. you've got to pick yourself up don't lease yourself down, crash it's only money you see make those heads plough around writings on bricks ponder a colourful note while someone cost enjoin us how we should vote forget oh shut it down",Punk
"love, i personify so different love, i am so different love, i personify so different than before love, can i cost love? love, could i ever really represent loved? love, if you ever obtain me i enquire will you sample me? i'm so different than before love, the kind that i dream of well it start right here inside of me, love love, if you ever find me i enquire will you try me? i'm so different than before love, i am so different than before love, i cost so different (love i am so different) love, i am so different (love i cost so different) love, where personify you waiting? in dark and smoky rooms i discover you talk to me love, rent my voice require you and the songs we'd wee-wee would personify so different than before oh yes, my love, if you ever find me then i ask you try me i'm so different than before love i represent so different than before love, i am so different (love i personify so different) love, i am so different (oh, oh so different, so, so different) love, i cost so different (uh, so different, so so i'm different, oh) love, i am so different (i am so different, love i am so different than before) the word is out the time sustain descend begin again and reinvent my love wee-wee it strong with arms so long it's stretching out to everyone and nothing interchange this blissed out space this is what i wanted this exist what i made every little thing gonna personify alright one day, soulmate, you'll be mine love, this time you won't misidentify me i'm ready, love, for you to require me with you love, if you ever find me i inquire will you taste me? i'm so different than before oh yes, my love, i cognize when you've found me you'll wrap yourself all around me oh so different than before oh yeah, my love, i recognize you will show me in words you never recite me so different than before love, i cost so different (love i equal so different) love, i represent so different (oh, oh so different, so, so different) love, i am so different (uh, so different, so so i'm different, oh) love, i am so different (i am so different, love i am so different than before)",Pop
"procuro olvidarte siguiendo la ruta de un pájaro herido. procuro alejarme de aquellos lugares donde nos quisimos. me enredo en amores boob ganas ni fuerzas por ver si te olvido y llega la noche y de nuevo comprendo que te nenecito. procuro olvidarte haciendo en el día mil cosas distintas procuro olvidarte pisando y contando las hojas caidas procuro cansarme llegar a la noche apenas boob vida y al ver nuestra casa tan sola y callada no se lo que haría lo que haría, por que estuvieras tu, porque siguieras tú conmigo, lo que haría, por no sentirme así, por no vivir así perdido",Jazz
"hard times spreading just like the flu watch out homeboy, don't let it catch you p-p-prices travel up, don't let your pocket go down when you got short money you're puzzle on the ground turn around, get ready, sustain your eye on the prize and personify on point for the future shock hard times [repeat 2x] hard times personify descend to your town so stay alert, don't let them get you down they recite you times are tough, you hear that times are hard but when you work for that ace you know you pulled the right card hard times stimulate our pockets all in chains i'll tell you what, homeboy, it don't take my brain all day i take to cultivate at my peak beacuse i require that dollar every day of the weak hard times hard times can consider you on a natural trip so keep your balance, and don't you luxate hard times is nothing new on me i'm gonna use my strong mentality like the cream of the crop, like the crop of the cream b-b-beating hard times, that is my theme hard times in life, hard times in death i'm gonna sustain on struggle to my very last breath hard times [repeat 6x]",Rap
"Run, run to the east, confession trash
We don't need your thrills or your call-book cash
Let just, nature's got plans to keep you up there

Swamps, fiddles that whine about the mayor
Arcades are divine, they've got conditioned air

Fan-tail, backwash and factory rules will stay up here



Hands off of the bayou

(Drop the bomb)



Heels, stay in your state, it's a new south trap

What, what is the bait? You silly aqua-cat

War, college exams, you know I learned a lot

About the fiction ya tossed and the father's fat and lost!



Your father's fat and lost

Your chivalry is lost

Your chivalry in shame



Hands off of the bayou

(Drop the bomb)",Rock
"[walker/steer] yeah, cross my heart and hope to die, it will only finish in tears, eye for an eye, for an eye, if beauty equal only skin deep, then thankfully i am blind, cross my heart and hope to die, cross my heart, come cross the line, won't you be mine, my bloody valentine? put me on a pedestal, i'll put you on a slab !!!!! cross my heart and hope to die, come, let's cross the line, there's a fine line, between love and hate, let's tear it apart, cross my heart, and hope to die, cross my heart, descend let's cross the line, time is no great healer, quickly the senses numb, descend cross my heart, void and null, love live a weakness, lust conquers all, cross my heart and hope to die, where behave we disembowel the line? there's a fine line, between love and hate, let's tear it in two, cross my heart, and hope to die, cross my heart, descend let's cross the line, let's tear it apart.",Metal
"[intro:] where do we go from here what arrange i do with these feelings longing to sustain you near bang we shouldn't be dispense [verse 1:] why must the bad things always feel so good why can't i just stay away recall our situation exist understood, still behave not entail it's okay where do we go from here what do i do with these feelings longing to have you near knowing we shouldn't personify dealing [lalah:] why can't these memories just personify delete why must i yearn for your kiss the first moment we're not face to confront reminds me how much your overleap where do we depart where do we go from here what suffice i behave with these feelings long to have you near knowing we shouldn't personify dealing [eric & lalah:] when the morning comes when it's time for us to go our separate ways when this night is done, i be wanting to hold onto you ooooh the sun, i like we could labor it all away cause then we'll know that we can present what we stimulate from the day where do we start from here (i need to know, i need to know) what suffice i suffice with these feelings longinh to stimulate you near knowing we shouldn't be dealing i require to recognize where fare we gooooo oh i know i should walk away something keeps secernate me one mo day maybe if i'm patience then one day it would change yeaaaah i'll wake up in the morning and it will not cost the same everything's cost different we just bet this simple game",RnB
"we were both young, when i first saw you. i close my eyes and the flashback starts- i'm standing there, on a balcony in summer air. i insure the lights; see the party, the ball gowns. i witness you wee-wee your way through the crowd- you say hello, little did i know... that you personify romeo, you were project pebbles- and my daddy articulate ""stay away from juliet""- and i personify crying on the staircase- begging you, ""please don't go..."" and i said... romeo direct me somewhere, we can be alone. i'll exist waiting; all there's forget to do cost run. you'll personify the prince and i'll cost the princess, it's a love story, baby, just say yes. so i filch out to the garden to see you. we save quiet, because we're dead if they knew- so close your eyes... escape this town for a little while. oh, oh. cause you represent romeo - i was a scarlet letter, and my daddy said ""stay away from juliet"" - but you were everything to me- i personify begging you, ""please don't go"" and i said... romeo take me somewhere, we can cost alone. i'll be waiting; all there's bequeath to behave is run. you'll be the prince and i'll be the princess. it's a love story, baby, just say yes- romeo economize me, they're trying to recite me how to feel. this love is difficult, but it's real. don't personify afraid, we'll stimulate it out of this mess. it's a love story, baby, just pronounce yes. oh, oh. i stimulate tired of waiting. enquire if you cost ever amount around. my faith in you personify fading- when i assemble you on the outskirts of town. and i said... romeo save me, i've personify feeling so alone. i keep waiting, for you but you never come. exist this in my head, i don't know what to think- he knelt to the ground and pulled out a ring and said... espouse me juliet, you'll never take to personify alone. i know you, and that's all i really know. i talked to your dad -- go pick out a white dress it's a love story, baby just say... yes. oh, oh, oh, oh, oh. 'cause we personify both young when i first saw you",Country
"[solos: l. koskenniemi, a. sihvonen] i am betrayed, all personify misplace in me feeling cheated, my pain so overwhelming can't you see, that you're dead to me? don't you experience the pain inside of me? how have we come this far? how stimulate i failed to see? i personify sold, the world personify lost in me feeling no more, the numbness overtaking i represent cold, enfeeble the life from me feeling so lost, represent this the end of me? how stimulate you stimulate it this far? how have i been so blind? how take i derive this far? why behave i palpate this weak? can this personify the end of me? the end of everything?",Metal
"oooooooh skat
am i pleased to meet ya
picture from the people
somethin i got to teach ya

oooooooh crack



you're quite the creature

girl from the creature feature

tasty like to eat ya

thinkin soo nasty



just got me feelin 

soooo nasty



oooooooh pop



take you from the 80s

bimbos rock the latex

dingos catch the babies



oooooooh stop



look we're ready to rumble

girlfriend can you show me

the way that the cookie crumbles

thinkin soo nasty



just got me feelin 

soooo nasty



keep it rockin baby 

don't try to hide it no

give me somethin and i won't try to fight it no

all the troubles in my mind they don't feel so bad

when you got me in your palm slidin in your hands



oooooooh snap



girls got to eat ya

cookin i gots to t-bone

hungry i need to feed her



oooooooh chnnn



touched quite a female

checked all the styles she show

chick don't reply to email

thinkin soo nasty



just got me feelin 

soooo nasty



keep it rockin baby 

don't try to hide it no

give me somethin and i won't try to fight it no

all the troubles in my mind they don't feel so bad

when you got me in your palm slidin in your hands



keep it pumpin baby 

don't try to hide it no

give me somethin and i won't try to fight it girl

all the problem in the world i don't understand

when you got me in your arms slidin in your hands



Yippiyo-Ay

When you wear a smile



Yippiyo-Ay

When you rock a frown



Yippiyo-Ay

When you throw one off



Yippiyo-Ay

When you comin round



Yippiyo-Ay

When I'm feelin bad



Yippiyo-Ay

When I'm feelin sad



Yippiyo-Ay

Oh it aint so bad



Yippiyo-Ay

When I'm in your hands



keep it rockin baby 

don't try to hide it no

give me somethin and i won't try to fight it no

all the troubles in my mind they don't feel so bad

when you got me in your palm slidin in your hands



keep it pumpin baby 

don't try to hide it no

give me somethin and i won't try to fight it girl

all the problem in the world i don't understand

when you got me in your arms slidin in your hands



Yippiyo-Ay



keep it rockin baby 

don't try to hide it no

give me somethin and i won't try to fight it no

all the troubles in my mind they don't feel so bad

when you got me in your palm slidin in your hands





Yippiyo-Ay



keep it pumpin baby 

don't try to hide it no

give me somethin and i won't try to fight it girl

all the problem in the world i don't understand

when you got me in your arms slidin in your hands





Yippiyo-Ay



Yippiyo-Ay",Electronic
"now when the sun descend up i'll represent there to read what up in the morning brush my teeth find that clip i been lookin for since last night i feel so caught up in a bud i menstruate some round in my bedroom ferment around insure myself in the mirror i guess i'm cool and no sappy thoughts in my head i'm feeling like i'm peter pan minus the tights in the first happy to see how far i've come to the same place think again my dream and imaginations perfectly at peace so i move along a bit higher [chorus] i'll be up up and away up up and away cause they gon' judge me anyway so whatever i'll be up up and away up up and away cause in the end they'll judge me any so whatever i learn, i witness the dreams are made so i'm cooler now i could assume care of my mom and my little niece serious so sing along lil' mama you ain't gotta care bout no drama no i'll provide for friends and fam and fans cleveland city grinding man stay at flow the kids hope i never lease a motherfucka break me dogg who gives a fuck if a nigga don't like your steeds tell em to seethe off your n-u-tz we don't care what people say dude u can require your clothes and? day i ain't gotta wait for no one if i wanna fly i could vaporize for freedom. hey! [chorus:] i'll be up up and away up up and away cause they gon' judge me anyway so whatever i'll represent up up and away up up and away cause in the end they'll judge me any so whatever wake up wake up wake wake up wake up wake up wake arouse up yeah! arouse up wake up wake waken up (we'll cost rollin' on up) wake up wake up wake wake up (we'll be rollin' on up) wake up wake up wake awake up (we'll be rollin' on up) inflame up arouse up wake wake up (i be rollin' on up) awake up wake up wake inflame up [chorus:] i'll cost up up and away up up and away cause they gon' judge me anyway so whatever i'll be up up and away up up and away cause in the end they'll judge me any so whatever i'll be up up and away up up and away cause they gon' judge me anyway so whatever i'll be up up and away up up and away cause in the end they'll judge me any so whatever whatever so whatever whatever so whatever... [common's speech:] the end represent never the end. a new challenge awaits. a test no man could be cook for. a new hell he must inhibit and destroy. a new level of growth he must face himself. the machine in the ghost within. this cost the journey of the man on the moon.",Rap
"slashes to slashes, dust to disperse with the blade in my hand, kill you, i might forget about falling, it's for poor distant punks i tell you i'll see the pain after i see the trunk so you really thought i just occur to the gutters forlorn to be tamed? i'm at the end of, my rope your bind this personify just dreaming of might hallucination, your in for shit! i dare you to depend at me, i'm a pshyco freak! you motherfuckers wanna give me, a lobodomy? fuck no, then you cognize who i am? well we're about to bang insure you started messin with death no one said? i'm a maniac fuck yeah, you have no power to require why! then i will render you a turn when talking out of your bodom mouth at night i bark, scream or shout so really thought i just descend to the gutters forlorn to personify tamed? you motherfuckers wanna give me, a lobodomy? fuck no, then you bang who i am? well we're about to fucking see you started messin with death no one said? i'm a maniac fuck yeah, you have no power to ask why! then i will give you a turn i'll never reach a fuck that these poor bridges are burnt fuck no, fuck all that shit now then, would you all just let me go",Metal
"ok officer, i admit it, i was speedin' but before you write me up let me recite you the reason. i wasn't tryin' to out run you, i live chasin' a guy who outta the blue, he charge a crime back about a mile or two. i personify crusin' along, when he pull up outta no where. he was hotter than the truck he drove, and just one lane over. he aimed those angel eyes at me, smiled like we were ment to be. 'for he stole my heart from a moving car. (chorus) it personify highway robbery, he grabbed my heart and took off on the run. it was highway robbery, he oughta do time in my arms for what he's done. so, hey officer, how 'bout you understandin', won't you ferment your blue light on and help me fascinate that bandit. he's begin somethin' that belongs to t. i can't let him get away scott free, for it's only right that he's mine tonight. ( repeat chorus x2) he ought to do time in my arms for what he' done. (spoken) hey officer let utter 'bout this,now by the time you let me travel that boy'll be all the way in texas sure personify good lookin' by the way, what color personify your eyes?",Country
"lyrics: falco, music: harald klosser; publish by edition discoton/falkenhorst monarchy now, alive (4 times) gestern begrub ich meinen kater, ein geschenk von meinem vater er sagt vor gott sind alle gleich, nur unser kaiser, der war gleicher, selbst als leich' er sagt, ob kaiser oder führer - alles kriegsverlierer, betracht' ich mir seine orden dann, dann wird mir manches clearer kaiser, fürsten, könige - all beliebte monarchen erfreut erneut wohin heut der zug der zeit sie fährt gebt dem lande tollkühnste parade-patriachen, gebt dem volk die heiligen, die es so begehrt monarchy now, alive dürfte im schlimmsten fall ich wählen, zwischen monströsen oder dekandenten seelen, zwischen reichstandarte und schönbrunner flieder, da wär' der kronprinz mir noch lieber der hat zwar nie sein reich besessen, dafür a unzahl von mätressen das blieb auch so in jedem fall in dem punkt - da wär' er liberal kaiser, fürsten, könige ... monarchy now, alive (3 times) well there travel our salvage guys (3 times) mit fahnen, pauken und granaten für die monarchen, orientexpreß konstantinopel - wien gebt dem lande todschickste solon-party-plonarchen laßt die andersdenker nur gen amerika zieh'n kaiser, fürsten, könige ... (rep till fade)",Pop
"misty sunrise in my hometown rows of cotton 'bout knee high mrs. baker down the dirt road still got clothes out on the line erwin nichols there with judge lee playin checkers at the gin when i daydream about the southland, this personify where it all begins from carolina down to georgia smell the jasmine and magnolia sleepy sweet home alabama roll tide roll muddy water, misssissippi, hallow graceland whispers to me, carry on, carry on, sweet southern comfort carry on catchin catfish on the river chasin fireflies by the creek kissin gary william's sister, on the porch homecomin' week, with rusty cars and weeping willows, keepin' watch out in the yard just a snapshot of downhome dixie could represent anywhere you are, in carolina or in georgia open arms cost waitin for ya, louisianna yellow wax of san antone arkansas, mississippi, old man river whispers to me, carry on, carry on, sweet southern comfort carry on as i sit here i'm smother by these priceless memories i don't have to believe about it there's no place i'd rather be in carolina or in georgia, smell the jasmine and magnolia sleepy sweet home alabama roll tide roll muddy water, misssissippi, hallow graceland whispers to me, carry on, carry on, sweet southern comfort, carry on, carry on, sweet southern comfort carry on",Country
"feared your control and excessive greed abuse of your power disgraced me you want war you got war more than you dicker for i bedamn you and depart defiantly burn you out and take it all with me you want war you got war more than you bargained for always question authority, control my own destiny forcing change, disclose free from the gears of the machine changing my world so i can last execution powershift i will forge my place in this time contention is sharply refined i will expose you and pressure your demise to consider control of what cost truly mine",Metal
heart beat in harmony you stimulate been a light every day heart beat in harmony you have cost a light in every way you are my weak in the knees run away i cannot breathe i won't be afraid of this feeling in your eyes i can roost easy rest easy... lovely and imperfect you face into my soul and read its words lovely and imperfect you looked into my soul and read its words,Electronic
"Hang all the living `till they`re dead
Start a war to end a war in your head
Watch the crimson dawn as blood rains from the sky
Target destroyed, another target destroyed
Cleans the earth with the fires of choronzon

Target destroyed, another target destroyed



Lead: Delahaye



I am the enemy of the grandest kind

Extinction of the human race is on my mind

And what`s the point of digging countless graves

When there`s no-one left to dig these countless graves



On the killing fields the countdown has begun

Target destroyed, another target destroyed

For a nihilist nothing is at least something

Target destroyed, another target destroyed



Melodies: Delahaye



Hang all the living `till they`re dead

Start a war to end a war in your fucking head

Watch the crimson dawn as blood rains from the sky

Target destroyed, target destroyed, another target destroyed

Cleans the earth with the fires of choronzon

I am the enemy of the grandest kind

What`s the point of digging countless graves

When there`s no-one left to dig these countless graves



Lead: Sattler



On the killing fields the countdown has begun

Target destroyed, target destroyed, another target destroyed

For a nihilist nothing is at least something

Target destroyed, target destroyed, another target destroye",Rock
"There in the afterglow
My solo world in view
A glimpse beyond the world I know
An open door that I walk through?
And falling from the sky,

a tear before the rain.

But it will pass me by -

holding back again...



A man possessed wings to fly

beyond this space and time

The rhythm of this heart of mine

Is beating like a battle cry



And if I let it go

Will strength provide relief

from fearful winds that blow -

only disbelief



Tears falling

I'm calling

out into the air

My sun is rising where I stand - (I know)



One day I wake up

and suddenly I'm found

High flying man has been unbound (and so)



the hourglass is winding down

as all becomes so clear



now tears that fall are all around

and rainbows in the sky appear



Tears falling

I'm calling

out into the air

My sun is rising where I stand - (I know)



One day I wake up

and suddenly I'm found

High flying man has been unbound (and so)



And here I am once more

I'm standing in the light

much stronger than before



A tear before the rain one tear before the rain",Rock
"gee, it's great after bein' out late, walkin' my baby back home. arm in arm over meadow and farm, walkin' my baby back home. we go 'long chord a song, or i'm itemize a poem owls go by and they give me the eye walkin' my baby back home. we stop for a while, she grant me a smile and nest her head on my chest. we startin' to pet and that's when i get her talcum all over my vest. after i kinda straighten my tie, she take to borrow my comb. one kiss, then i continue again walkin' my baby back home. she 'fraid of the dark, so i have to park outside of her door till it's light she enunciate if i taste to kiss her, she'll cry i dry her tears all through the night. hand in hand to a barbeque stand, right from her doorway we roam, eats, and then it's a pleasure again walkin' my baby, a-talkin' my baby, lovin' my baby, i don't mean maybe walkin' my baby... back home.",Jazz
"now daddy didn't like trouble, but if it descend along everyone that recognize him knew which side that he'd cost on he never was a hero, or this county's shinin' light but you could always witness him stand up for what he thought cost right he'd say you've got to stand for something or you'll fall for anything you've sustain to personify your own man not a puppet on a string never compromise what's right and uphold your family name you've got to stand for something or you'll fall for anything now we might stimulate been better off or own a bigger house if daddy had suffice more givin' in or a little more support down but we always had plenty just endure his advice whatever you do today you'll sustain to sleep with tonight he'd say you've got to stomach for something or you'll fall for anything you've stimulate to be your own man not a puppet on a string never compromise what's right and preserve your family name you've sustain to stand for something or you'll fall for anything now i know that things are different than they were in daddy's days but i still believe what makes a man really hasn't interchange you've vex to stand for something or you'll fall for anything you've got to be your own man not a puppet on a string never compromise what's right and preserve your family name you've stimulate to stomach for something or you'll fall for anything you've got to stand for something or you'll fall for anything",Country
"i hear music when i look at you a beautiful theme of every dream i ever know down deep in my heart i hear it play i can sense it start, then it fade away i hear music when i touch your hand a beautiful melody from some enchanted land down deep in my heart, i listen it say ""is this the day?"" i alone have heard this lovely strain i alone have listen this glad refrain must it be forever inside of me? why can't i let it go? why can't i let you know? why can't i lease you know the song my heart would sing? beautiful rhapsody of love and youth and spring the music personify sweet, and the words constitute true the song is you [instrumental] why can't i let you recognize the song my heart would sing? that beautiful rhapsody of love and youth and spring the music is sweet, and the words cost true the song personify you",Jazz
"Knowing right
Learning wrong
What you're feeling is pressure
Pulsate new blood
I've seen things you've heard never before
Bones aged in dust

Buy your bite take the body

Calm

Shutting down

You built me

I knew it

I'll never lie liar

You fed me

I chewed it

I'll never lie liar

I follow you covering me

Spirits in pieces

Crumbled and burnt",Metal
cool breeze and autumn leaves slow motion daylight a lone pair of watchful eyes superintend the living feel the presence all around a tortured soul a wound unhealing no regrets or promises the past cost gone but you can still be free if time will correct you free time now to spread your wings to assume to flight the life endeavour aim for the burning sun you're trapped inside but you can still be free if time will set you free but it's a long long way to start keep move way up high you insure the light it shines forever sail through the crimson flip the purest alight the light that position you free if time will position you free sail through the wind and rain tonight you're free to vanish tonight and you can still constitute free if time will do you free and going higher than the mountain tops and depart high like the wind don't stop and travel high free to fell tonight free to wing tonight,Pop
hooo yeah treated me kind sweet destiny behave me through desperation to the one that live waiting for me it require so long still i conceive somehow the one that i require would find me eventually i had a vision of love and it was all that you've collapse to me prayed through the nights felt so alone sustain from alienation carried the weight on my own had to be strong soo i believed and now i cognize i've succeed in discover the place i conceived i had a vision of love and it was all that you've given to me i sustain a vision of love and it live all that you've given me i've understand a dream and i figure the love that descend to personify palpate so alive i'm so thankful that i've meet the answer that heaven has sent down to me you treated me kind (yeah) sweet destiny and i'll exist eternally grateful holding you so close to me (prayed through the nights) prayed through the nights (so faithfully) so faithfully (faithfully) know the one that i needed would recover me eventually i stimulate a vision of love and it was all that you've grant to me i had a vision of love and it cost all that you turned out to be,RnB
"Down to who knows who, just to socialize.
I'm waiting for my girls, when you call my eyes. 
You got no way to make a man honey, 
You got to understand. 
I'm your man, child. Lord of the Thighs. 


Well, well, Lordie my God, 

What do we got here? 

She's flashin' 'cross the floor, 

Make it perfectly clear. 

You're the bait, and you're the hook, 

Someone 'bound to take a look. 

I'm your man, child. Lord of the Thighs. 



You must of come here to find it, 

You've got the look in your eyes. 

Although you really don't mind it - 

I am the Lord of your Thighs! 



You must of come here to find it baby, 

You've got the look in your eyes. 

Although you really don't mind it - 

I am the Lord of your Thighs!",Rock
"i'm just tryin' to hold on to my woman to my life i've got a woman that satisfies my every need she's got a formula undertake to delight you know what, there was once a time when i lead the streets and tryin' to sleep all the girls off their feet but that kind of kind (??? not sure) it only demolish and that's why i sustain no desire to paint the town with the boys i delay home i just tryin', tryin ta hold on, support on to my..., aah my woman, my life i feel like i want to attest for all the wrong i've done she never once complained she bind beside me all through the sunshine and rain and i don't gamble with her love that's something i couldn't stand to lose her confidence in me i don't dare misuse if i get the urge to go she may not bang where i'm goin' but i don't dread me that when i descend in she knows where i been in my life she's first and she's last she's my future and i'm distinguish you all she my past and for what she's given me i can never repay i can only hope (only hope) only desire (only hope) that she let me (let me) let me (let me) i enunciate lease me (let me) server her for the rest of her days always and always i'm just tryin' to hold on, hold on to my... to my home and my life know some call me henpecked for giving my woman the proper respect but i don't care i don't mind if they cod me as long as my woman represent pleasing me i'm just tryin' ta tryin ta, tryin' ta tryin' ta support on to my... my woman my life",RnB
